zipcode,city,county_name,rent_amount
23451,Virginia Beach,Virginia Beach City,1959.2170303605317
30120,Cartersville,Bartow County,1911.55
32724,Deland,Volusia County,1825.1944444444443
20747,District Heights,Prince Georges County,1746.0694444444446
08857,Old Bridge,Middlesex County,3031.25
46203,Indianapolis,Marion County,1280.2973484848485
70003,Metairie,Jefferson Parish,2032.5
48170,Plymouth,Wayne County,1292.9166666666667
27704,Durham,Durham County,1618.5083916083915
48224,Detroit,Wayne County,1231.611111111111
95838,Sacramento,Sacramento County,2146.083333333333
78628,Georgetown,Williamson County,2059.3017908017905
08820,Edison,Middlesex County,3015.277777777778
89014,Henderson,Clark County,1529.6202566202564
60462,Orland Park,Cook County,2191.722222222222
11222,New York,Kings County,4147.212448210922
27909,Elizabeth City,Pasquotank County,1389.8
30238,Jonesboro,Clayton County,1753.5863095238094
87110,Albuquerque,Bernalillo County,1724.3333333333333
52722,Bettendorf,Scott County,1378.1051587301588
44203,Barberton,Summit County,964.4444444444443
80010,Aurora,Arapahoe County,1692.381659734601
95120,San Jose,Santa Clara County,4867.377777777778
45324,Fairborn,Greene County,1372.079365079365
60103,Bartlett,DuPage County,2155.0
95129,San Jose,Santa Clara County,3397.691666666667
87109,Albuquerque,Bernalillo County,1348.6969696969695
38127,Memphis,Shelby County,1019.2012987012988
84067,Roy,Weber County,1891.0833333333333
02150,Chelsea,Suffolk County,2622.433333333333
63033,,Saint Louis County,1655.8472222222224
07011,Clifton,Passaic County,2229.1666666666665
96740,Kailua Kona,Hawaii County,3194.444444444445
33418,Palm Beach Gardens,Palm Beach County,2981.4166666666665
48127,Dearborn Heights,Wayne County,1348.5
48430,Fenton,Livingston County,1560.7740740740744
22801,Harrisonburg,Harrisonburg City,1612.3148148148148
30265,Newnan,Coweta County,2255.633333333333
29210,Columbia,Richland County,1244.3564814814815
20175,Leesburg,Loudoun County,2329.198412698413
23224,Richmond,Richmond City,1456.1143039591316
97756,Redmond,Deschutes County,2221.279761904762
85756,Tucson,Pima County,1853.452380952381
98059,Renton,King County,2652.3021367521364
32955,Rockledge,Brevard County,2187.5523809523806
19146,Philadelphia,Philadelphia County,1826.7513227513227
62040,Granite City,Madison County,1050.0
92806,Anaheim,Orange County,2596.1666666666665
70433,Covington,Saint Tammany Parish,1529.2799145299148
60030,Grayslake,Lake County,1941.111111111111
95695,Woodland,Yolo County,1992.4166666666667
38501,Cookeville,Putnam County,1268.85
33014,Miami Lakes,Miami-Dade County,2313.0470085470083
76065,Midlothian,Ellis County,2213.85
48221,Detroit,Wayne County,1279.5833333333333
70508,Lafayette,Lafayette Parish,1442.748717948718
98033,Kirkland,King County,2803.7504873294347
77065,Houston,Harris County,1609.6815789473685
95835,Sacramento,Sacramento County,2585.2434706676195
85044,Phoenix,Maricopa County,1728.786036838978
46033,Carmel,Hamilton County,2324.444444444445
28412,Wilmington,New Hanover County,1604.4834656084658
89104,Las Vegas,Clark County,1514.1190476190477
17042,Lebanon,Lebanon County,1501.9444444444443
79762,Odessa,Ector County,1411.7407407407409
28092,Lincolnton,Lincoln County,1435.111111111111
88220,Carlsbad,Eddy County,1537.5
33071,Coral Springs,Broward County,2352.273145780051
39402,Hattiesburg,Lamar County,1343.9833333333331
21701,Frederick,Frederick County,2066.5654761904766
75087,Rockwall,Rockwall County,2095.596255596256
46224,Speedway,Marion County,1058.939393939394
59718,Bozeman,Gallatin County,2378.982683982684
46383,Valparaiso,Porter County,1207.6
37207,Nashville,Davidson County,2233.25
78244,San Antonio,Bexar County,1611.1291208791208
46112,Brownsburg,Hendricks County,1936.5833333333333
21401,Annapolis,Anne Arundel County,2327.8686067019403
60107,Streamwood,Cook County,2202.1666666666665
63122,Kirkwood,Saint Louis County,1692.9583333333333
77024,Houston,Harris County,1710.3131313131314
29715,Fort Mill,York County,1917.0555555555557
55110,White Bear Lake,Ramsey County,1620.0
28079,Lake Park,Union County,2081.135185185185
38111,Memphis,Shelby County,1322.692651149173
44240,Kent,Portage County,1533.4444444444446
37660,Kingsport,Sullivan County,1367.2222222222224
01604,Worcester,Worcester County,1942.7582972582973
91739,Rancho Cucamonga,San Bernardino County,3233.1813131313133
19426,Collegeville,Montgomery County,2397.75
95833,Sacramento,Sacramento County,2463.060185185185
76522,Copperas Cove,Coryell County,1183.9540204678362
97478,Springfield,Lane County,1839.277777777778
91701,Rancho Cucamonga,San Bernardino County,2805.972222222222
20740,College Park,Prince Georges County,1969.182174688057
30005,Alpharetta,Fulton County,2211.9349783549783
44109,Cleveland,Cuyahoga County,1010.7936507936508
30084,Tucker,Dekalb County,2126.6666666666665
47401,Bloomington,Monroe County,1769.5435729847495
30078,Snellville,Gwinnett County,1968.221212121212
85209,Mesa,Maricopa County,2096.757735247209
77090,Houston,Harris County,1122.7721014492754
07731,Howell,Monmouth County,3012.333333333333
80221,Twin Lakes,Adams County,2494.188311688312
02136,Boston,Suffolk County,2458.8888888888887
59101,Billings,Yellowstone County,1051.0370370370372
80920,Colorado Springs,El Paso County,2153.8869047619046
79925,El Paso,El Paso County,1401.3333333333333
48227,Detroit,Wayne County,1206.827380952381
29466,Mount Pleasant,Charleston County,2892.0740740740744
29803,Aiken,Aiken County,1439.0130952380953
90045,Los Angeles,Los Angeles County,3085.7467503217504
75051,Grand Prairie,Dallas County,1744.4444444444443
32216,Jacksonville,Duval County,1613.8549783549786
85374,Surprise,Maricopa County,1914.5444444444445
23669,Hampton,Hampton City,1578.361111111111
11231,New York,Kings County,4077.114478114478
90808,Long Beach,Los Angeles County,3192.1111111111118
48146,Lincoln Park,Wayne County,1299.7916666666667
10583,Scarsdale,Westchester County,6561.666666666667
98026,Lynnwood,Snohomish County,2340.6444444444446
94134,San Francisco,San Francisco County,3428.566666666667
94588,Pleasanton,Alameda County,3104.047619047619
33322,Sunrise,Broward County,2585.998316498317
32935,Melbourne,Brevard County,1725.815561631351
70058,Harvey,Jefferson Parish,1257.651274651275
70001,Metairie,Jefferson Parish,1729.909523809524
77049,Houston,Harris County,1775.5555555555554
77901,Victoria,Victoria County,1009.3055555555557
70506,Lafayette,Lafayette Parish,1291.8111111111111
95688,Vacaville,Solano County,2659.4597883597885
60137,Glen Ellyn,DuPage County,2449.3888888888887
77377,Tomball,Harris County,2002.1666666666667
20748,Temple Hills,Prince Georges County,1626.3452380952378
66048,Leavenworth,Leavenworth County,1133.6011904761906
08724,Brick,Ocean County,2392.5
90301,Inglewood,Los Angeles County,2187.121212121212
32526,Pensacola,Escambia County,1583.8814102564102
85143,San Tan Valley,Pinal County,2058.677087618264
57702,Rapid City,Pennington County,1426.75
85213,Mesa,Maricopa County,1775.9238095238095
21703,Frederick,Frederick County,2231.956613756614
43615,Toledo,Lucas County,1292.222222222222
10454,New York,Bronx County,2709.0687830687834
37086,La Vergne,Rutherford County,2030.638888888889
19147,Philadelphia,Philadelphia County,1774.4054275950828
85132,Florence,Pinal County,1819.2777777777776
48105,Ann Arbor,Washtenaw County,2149.9761904761904
33309,Oakland Park,Broward County,2214.1363636363635
91355,Santa Clarita,Los Angeles County,2808.079709076613
84088,West Jordan,Salt Lake County,1522.309523809524
85021,Phoenix,Maricopa County,1308.9751984126983
33134,Coral Gables,Miami-Dade County,2989.4392592592594
76123,Fort Worth,Tarrant County,2035.388128342246
27295,Lexington,Davidson County,1700.8333333333333
31909,Columbus,Muscogee County,1339.0555555555557
32404,Panama City,Bay County,1833.090909090909
07712,Ocean,Monmouth County,2604.4861111111118
46217,Indianapolis,Marion County,1703.8222222222223
17050,Mechanicsburg,Cumberland County,1963.5
60060,Mundelein,Lake County,2067.6666666666665
93711,Fresno,Fresno County,2081.25
60068,Park Ridge,Cook County,2384.1388888888887
80014,Aurora,Arapahoe County,1893.016893068617
98366,Port Orchard,Kitsap County,1890.138888888889
39047,Brandon,Rankin County,1716.4603174603174
83704,Boise,Ada County,1526.802618577075
98004,Bellevue,King County,2781.4706557526983
94520,Concord,Contra Costa County,2559.829545454545
37922,Knoxville,Knox County,2059.751803751804
20032,Washington,District of Columbia,1576.5
98006,Bellevue,King County,3509.6845238095243
45342,Miamisburg,Montgomery County,1298.1363636363635
33624,Greater Carrollwood,Hillsborough County,1928.465367965368
48060,Port Huron,Saint Clair County,985.8333333333334
21244,Windsor Mill,Baltimore County,1463.1468253968253
11378,New York,Queens County,2388.055555555555
11379,New York,Queens County,2405.0
33908,Fort Myers,Lee County,2057.775058275058
48911,Lansing,Ingham County,1177.888888888889
78552,Harlingen,Cameron County,1291.25
91763,Montclair,San Bernardino County,2690.4
99508,Anchorage,Anchorage Borough,1546.4583333333333
43110,Columbus,Franklin County,2003.5809523809523
29708,Fort Mill,York County,1827.5833333333333
78132,New Braunfels,Comal County,1756.4410331384015
70605,Lake Charles,Calcasieu Parish,1230.963675213675
92807,Anaheim,Orange County,2833.415404040404
92675,San Juan Capistrano,Orange County,3536.583333333333
49504,Grand Rapids,Kent County,1429.0034279446045
97236,Portland,Multnomah County,1741.3333333333333
85210,Mesa,Maricopa County,1365.0735294117646
29209,Columbia,Richland County,1467.2939393939394
77502,Pasadena,Harris County,1636.25
99654,Wasilla,Matanuska Susitna Borough,1801.452380952381
72076,Jacksonville,Pulaski County,1059.6527777777776
16001,Butler,Butler County,1019.2666666666668
60101,Addison,DuPage County,1473.75
85298,Gilbert,Maricopa County,2594.8928571428573
10301,New York,Richmond County,2249.444444444445
98908,Yakima,Yakima County,1799.7222222222224
91321,Santa Clarita,Los Angeles County,2544.8777777777777
28403,Wilmington,New Hanover County,1878.8859943977589
60563,Naperville,DuPage County,2056.5238095238096
60504,Aurora,DuPage County,2127.3164983164984
95928,Chico,Butte County,1672.972222222222
33055,Carol City,Miami-Dade County,2922.222222222222
94928,Rohnert Park,Sonoma County,2524.996825396825
75231,Dallas,Dallas County,1287.6294214029697
13021,Auburn,Cayuga County,1135.625
11105,New York,Queens County,2819.2833333333333
32807,Orlando,Orange County,1953.809523809524
22201,Arlington,Arlington County,2522.4210758377426
98001,Auburn,King County,2325.723809523809
27540,Holly Springs,Wake County,2179.338888888889
97303,Keizer,Marion County,1818.4722222222224
11704,West Babylon,Suffolk County,2925.0
85251,Scottsdale,Maricopa County,1912.4262461354224
77063,Houston,Harris County,1231.2837487577024
30014,Covington,Newton County,1854.0857843137253
85027,Phoenix,Maricopa County,1634.9006818181815
33317,Plantation,Broward County,2443.0252525252527
20817,Bethesda,Montgomery County,3893.7777777777774
39564,Ocean Springs,Jackson County,1725.762962962963
60477,Tinley Park,Cook County,1826.5
90802,Long Beach,Los Angeles County,2425.2565071388885
30215,Fayetteville,Fayette County,2208.265873015873
44124,Mayfield Heights,Cuyahoga County,1304.8583333333331
11779,Ronkonkoma,Suffolk County,2769.771645021645
20743,Capitol Heights,Prince Georges County,1728.2870370370372
89521,Reno,Washoe County,2360.182049808429
93612,Clovis,Fresno County,1719.5925925925924
77066,Houston,Harris County,1334.7896825396826
77583,Iowa Colony,Brazoria County,2180.9500000000003
39042,Brandon,Rankin County,1609.9444444444443
70560,New Iberia,Iberia Parish,1033.0555555555557
94621,Oakland,Alameda County,2265.555555555555
78596,Weslaco,Hidalgo County,985.0
76180,North Richland Hills,Tarrant County,1524.703071083506
55407,Minneapolis,Hennepin County,1443.7407407407409
36330,Enterprise,Coffee County,1395.795584045584
29710,Clover,York County,1734.6666666666667
55311,Maple Grove,Hennepin County,2128.474603174603
46074,Westfield,Hamilton County,1915.277777777778
84129,Taylorsville,Salt Lake County,2283.333333333333
77034,Houston,Harris County,1072.1555555555558
11364,New York,Queens County,2566.904761904762
19904,Dover,Kent County,1588.571428571429
08807,Bridgewater Township,Somerset County,2880.555555555555
33437,Boynton Beach,Palm Beach County,3032.133333333333
85140,San Tan Valley,Pinal County,2129.0185185185187
92240,Desert Hot Springs,Riverside County,2136.93253968254
11106,New York,Queens County,2735.17824790735
97128,McMinnville,Yamhill County,2104.1666666666665
77642,Port Arthur,Jefferson County,895.6666666666666
32780,Titusville,Brevard County,1605.0328042328044
33604,Tampa,Hillsborough County,1934.930484330484
91776,San Gabriel,Los Angeles County,2219.1666666666665
07024,Fort Lee,Bergen County,3469.527777777778
85297,Gilbert,Maricopa County,2332.928571428571
21236,Nottingham,Baltimore County,1816.442857142857
32714,Altamonte Springs,Seminole County,1684.2830009496677
94954,Petaluma,Sonoma County,2883.1481481481483
76904,San Angelo,Tom Green County,1618.0555555555557
93314,Bakersfield,Kern County,2174.955555555556
84123,Taylorsville,Salt Lake County,1541.4555555555555
62704,Leland Grove,Sangamon County,945.5555555555557
32904,Melbourne,Brevard County,2312.904761904762
37604,Johnson City,Washington County,1239.1031746031747
65804,Springfield,Greene County,1415.8686868686866
33030,Homestead,Miami-Dade County,2391.6666666666665
11358,New York,Queens County,2620.0
46410,Merrillville,Lake County,1343.2142857142856
07017,East Orange,Essex County,1680.3142857142857
06106,Hartford,Hartford County,1529.8809523809523
60133,Hanover Park,DuPage County,2066.6666666666665
94578,San Leandro,Alameda County,2397.4603174603176
02139,Cambridge,Middlesex County,3269.251443816698
86314,Prescott Valley,Yavapai County,1899.2261904761904
84057,Orem,Utah County,1604.4722222222224
85745,Tucson,Pima County,1520.428571428571
37076,Nashville,Davidson County,1554.485
02184,Braintree,Norfolk County,2727.6935064935064
08401,Atlantic City,Atlantic County,1617.5
60446,Romeoville,Will County,2113.3222222222225
23803,Petersburg,Chesterfield County,1168.857142857143
93021,Moorpark,Ventura County,3379.1111111111118
32211,Jacksonville,Duval County,1438.775
85260,Scottsdale,Maricopa County,2052.6924315619967
60090,Wheeling,Cook County,2039.848225848226
77073,Houston,Harris County,1684.3358585858584
40291,Louisville,Jefferson County,1694.0
12866,Saratoga Springs,Saratoga County,2180.980158730159
29615,Greenville,Greenville County,1282.1388888888887
83651,Nampa,Canyon County,1405.435606060606
07109,Belleville,Essex County,1996.1111111111115
17404,York,York County,1150.3809523809523
92394,Victorville,San Bernardino County,2377.777777777778
58078,West Fargo,Cass County,1697.875
78028,Kerrville,Kerr County,1866.6666666666667
02138,Cambridge,Middlesex County,2926.292394317394
30328,Sandy Springs,Fulton County,2101.0810868635003
76248,Keller,Tarrant County,1968.462937062937
46901,Kokomo,Howard County,851.5833333333334
85730,Tucson,Pima County,1730.3703703703704
10026,New York,New York County,3329.3402951824005
20877,Gaithersburg,Montgomery County,1942.8397435897436
38018,Memphis,Shelby County,1592.5884181718666
02908,Providence,Providence County,2114.033189033189
93012,Camarillo,Ventura County,3059.177489177489
90505,Torrance,Los Angeles County,3274.219047619048
85392,Avondale,Maricopa County,1881.087037037037
75069,McKinney,Collin County,1788.225
93305,La Cresta - Altavista,Kern County,1240.8333333333333
01545,Shrewsbury,Worcester County,2401.461375661376
24153,Salem,Salem City,1459.4444444444443
92054,Oceanside,San Diego County,2733.3263888888887
45211,Cincinnati,Hamilton County,1087.804232804233
92337,Fontana,San Bernardino County,3049.333333333333
70458,Slidell,Saint Tammany Parish,1521.8506493506493
29650,Greer,Greenville County,1623.504662004662
28625,Statesville,Iredell County,1773.6666666666667
95401,Santa Rosa,Sonoma County,2505.5421245421244
95821,Arden-Arcade,Sacramento County,1819.8944444444444
85233,Gilbert,Maricopa County,2101.0757020757023
80916,Colorado Springs,El Paso County,1849.0809523809523
60201,Evanston,Cook County,2553.152380952381
11418,New York,Queens County,2342.5
30542,Flowery Branch,Hall County,1906.7196581196577
83605,Caldwell,Canyon County,1446.2338624338624
46368,Portage,Porter County,1305.9444444444446
40517,Lexington,Fayette County,1385.4939393939394
95993,Yuba City,Sutter County,2500.0
38115,Memphis,Shelby County,1234.1313025210084
75042,Garland,Dallas County,1908.0
18017,Bethlehem,Northampton County,1909.805555555556
28056,Gastonia,Gaston County,1936.4222222222224
90804,Long Beach,Los Angeles County,2095.2021357742183
80909,Colorado Springs,El Paso County,1366.4313725490194
88001,Las Cruces,Dona Ana County,1022.2727272727274
71111,Bossier City,Bossier Parish,1507.4761904761906
32065,Orange Park,Clay County,2053.0572649572646
33613,Tampa,Hillsborough County,1640.6907814407814
61820,Champaign,Champaign County,1044.7
27612,Raleigh,Wake County,1494.880485527544
19606,Reading,Berks County,1300.0
36532,Fairhope,Baldwin County,2133.222222222222
20901,Silver Spring,Montgomery County,2670.833333333333
80003,Westminster,Jefferson County,1980.1109449760763
85303,Glendale,Maricopa County,1960.1111111111115
32034,Fernandina Beach,Nassau County,2325.4666666666667
90012,Los Angeles,Los Angeles County,2667.8042283950617
78218,San Antonio,Bexar County,1465.3216783216783
75206,Dallas,Dallas County,2074.8765513030626
80031,Westminster,Adams County,2341.417200854701
55016,Cottage Grove,Washington County,1784.1666666666667
59715,Bozeman,Gallatin County,2349.4886363636365
44224,Stow,Summit County,1231.5277777777776
60089,Buffalo Grove,Lake County,2089.103703703704
84095,South Jordan,Salt Lake County,2065.833333333333
92679,Coto de Caza,Orange County,4561.944444444444
90036,Los Angeles,Los Angeles County,3118.176878875804
93705,Fresno,Fresno County,1535.0
54901,Oshkosh,Winnebago County,1058.8148148148148
10035,New York,New York County,2926.498143910501
19063,Media,Delaware County,1987.5
03103,Manchester,Hillsborough County,1804.5952380952376
94606,Oakland,Alameda County,2186.3932539682537
24401,Staunton,Staunton City,1441.388888888889
17011,Camp Hill,Cumberland County,1473.8452380952378
26505,Morgantown,Monongalia County,1379.5833333333333
46222,Indianapolis,Marion County,989.9636363636364
07753,Neptune Township,Monmouth County,2726.883333333333
21804,Salisbury,Wicomico County,1649.2261904761906
80249,Denver,Denver County,2344.579545454545
37620,Bristol,Sullivan County,1300.0
93245,Lemoore,Kings County,1817.1666666666667
80017,Aurora,Arapahoe County,1881.4678053830228
92037,San Diego,San Diego County,4024.3496240601503
44134,Parma,Cuyahoga County,1156.9126984126983
35401,Tuscaloosa,Tuscaloosa County,1688.6111111111113
06611,Trumbull,Fairfield County,3502.555555555555
10550,Mount Vernon,Westchester County,1933.3333333333333
64068,Liberty,Clay County,1398.7107142857142
92065,Ramona,San Diego County,2484.722222222222
33056,Miami Gardens,Miami-Dade County,2720.277777777778
77489,Missouri City,Fort Bend County,1862.4682539682535
21075,Elkridge,Howard County,2244.848214285714
78626,Georgetown,Williamson County,1772.2687809266756
30350,Sandy Springs,Fulton County,1678.3253968253969
13601,Watertown,Jefferson County,1221.0416666666667
89128,Las Vegas,Clark County,1795.489074074074
49507,Grand Rapids,Kent County,1586.8444444444442
97322,Albany,Linn County,1858.555555555556
29301,Spartanburg,Spartanburg County,1414.9695767195765
92831,Fullerton,Orange County,2489.1352813852814
30338,Dunwoody,Dekalb County,1898.56734006734
63011,Ballwin,Saint Louis County,1839.8333333333333
33139,Miami Beach,Miami-Dade County,2775.9658229118627
53703,Madison,Dane County,1791.042735042735
78040,Laredo,Webb County,1200.0
85302,Glendale,Maricopa County,1602.6851851851852
01852,Lowell,Middlesex County,2214.4501424501427
40272,Louisville,Jefferson County,1445.857142857143
06513,New Haven,New Haven County,1671.8650793650795
80128,Columbine,Jefferson County,2176.3021885521885
29486,Summerville,Berkeley County,1890.7251461988303
64801,Joplin,Jasper County,1182.2222222222224
82001,Cheyenne,Laramie County,1165.1230506822612
90031,Los Angeles,Los Angeles County,2265.155555555556
22079,Lorton,Fairfax County,2420.9166666666665
98117,Seattle,King County,2692.923443223443
21208,Pikesville,Baltimore County,1776.138888888889
61201,Rock Island,Rock Island County,941.6666666666666
19115,Philadelphia,Philadelphia County,1578.3333333333333
20152,Chantilly,Loudoun County,3040.3809523809523
88310,Alamogordo,Otero County,1396.190476190476
91362,Thousand Oaks,Ventura County,3541.101495726496
51503,Council Bluffs,Pottawattamie County,1000.1388888888888
19136,Philadelphia,Philadelphia County,1377.5
30087,Stone Mountain,Dekalb County,2011.755555555556
77087,Houston,Harris County,1365.0
28562,Trent Woods,Craven County,1500.7222222222224
27560,Morrisville,Wake County,1868.635815602837
91711,Claremont,Los Angeles County,3237.504761904762
34698,Dunedin,Pinellas County,2102.1192696192697
97222,Milwaukie,Clackamas County,1701.939393939394
36608,Mobile,Mobile County,1299.5317460317465
28226,Charlotte,Mecklenburg County,1967.6362433862432
19128,Philadelphia,Philadelphia County,1804.6976449275364
68104,Omaha,Douglas County,1348.25
98662,Vancouver,Clark County,1823.7045454545453
30180,Villa Rica,Carroll County,1982.3942307692307
19805,Wilmington,New Castle County,1436.6666666666667
85203,Mesa,Maricopa County,1546.7704517704517
10309,New York,Richmond County,1800.0
94590,Vallejo,Solano County,2056.624579124579
77009,Houston,Harris County,1760.6309803921567
94061,Redwood City,San Mateo County,3108.4522792022794
92649,Huntington Beach,Orange County,3260.744047619048
15068,New Kensington,Westmoreland County,887.2222222222222
29063,Irmo,Richland County,1662.8282051282051
19808,Wilmington,New Castle County,1892.361111111111
42104,Bowling Green,Warren County,1249.4166666666667
94534,Fairfield,Solano County,2616.654234654235
20155,Gainesville,Prince William County,2711.047619047619
76040,Fort Worth,Tarrant County,1685.5
38118,Memphis,Shelby County,1216.710858585859
92253,La Quinta,Riverside County,3782.0431818181823
29605,Greenville,Greenville County,1615.6043956043957
29150,Sumter,Sumter County,966.8055555555557
75224,Dallas,Dallas County,2263.333333333333
06360,Norwich,New London County,1598.2666666666669
40515,Lexington,Fayette County,1545.1111111111113
35226,Hoover,Jefferson County,2058.722222222222
19135,Philadelphia,Philadelphia County,1284.1666666666667
32571,Pace,Santa Rosa County,1982.0833333333333
07103,Newark,Essex County,1956.1666666666667
95667,Placerville,El Dorado County,1903.3333333333333
31602,Valdosta,Lowndes County,1259.876893939394
20707,Laurel,Prince Georges County,2114.608333333333
92508,Riverside,Riverside County,2743.194444444444
80112,Centennial,Arapahoe County,2213.099873737374
77382,Spring,Montgomery County,2501.084656084656
92672,San Clemente,Orange County,3266.847222222222
23321,Chesapeake,Chesapeake City,1987.0833333333333
33183,Miami,Miami-Dade County,2593.8888888888887
32207,Jacksonville,Duval County,1665.130218312154
77506,Pasadena,Harris County,1316.8333333333337
86001,Flagstaff,Coconino County,2442.85
01702,Framingham,Middlesex County,2319.761701261701
49503,Grand Rapids,Kent County,1395.3826500297089
46219,Indianapolis,Marion County,1058.104761904762
30269,Peachtree City,Fayette County,2054.5839062897885
50023,Ankeny,Polk County,1608.9166666666667
21113,Odenton,Anne Arundel County,2347.016934046346
27217,,Alamance County,1317.0833333333333
89141,Las Vegas,Clark County,2096.361645299145
55423,Richfield,Hennepin County,1199.878028404344
53204,Milwaukee,Milwaukee County,1446.875
40219,Louisville,Jefferson County,1476.3333333333333
75077,Highland Village,Denton County,1890.7820512820515
22033,Fairfax,Fairfax County,2148.68451900176
32506,Pensacola,Escambia County,1607.5431235431236
89523,Reno,Washoe County,2208.361616161616
77304,Conroe,Montgomery County,1595.408371040724
92583,San Jacinto,Riverside County,2072.1666666666665
92841,Garden Grove,Orange County,2344.027777777778
60565,Naperville,DuPage County,2375.611111111111
08618,Trenton,Mercer County,2093.8888888888887
77381,Spring,Montgomery County,2566.0740740740744
80906,Colorado Springs,El Paso County,1761.2222222222224
53207,Milwaukee,Milwaukee County,1493.8468013468012
97477,Springfield,Lane County,1678.5166666666669
60624,Chicago,Cook County,1306.7857142857144
78232,San Antonio,Bexar County,1371.73547008547
92131,San Diego,San Diego County,3771.322222222223
80211,Denver,Denver County,2428.419545013178
78413,Corpus Christi,Nueces County,1262.6487179487178
22042,Falls Church,Fairfax County,2688.994708994709
80220,Denver,Denver County,1857.2545712238727
43213,Whitehall,Franklin County,1295.6
55024,Farmington,Dakota County,2252.0
80503,Longmont,Boulder County,2184.739379084968
80602,Thornton,Adams County,2818.3425925925926
95820,Sacramento,Sacramento County,2206.8888888888887
33594,Valrico,Hillsborough County,2283.374458874459
49120,Niles,Berrien County,900.0
85340,Litchfield Park,Maricopa County,2123.1666666666665
32707,Casselberry,Seminole County,2148.4074074074074
38671,Southaven,DeSoto County,1603.5228758169933
94124,San Francisco,San Francisco County,3554.4666666666667
84606,Provo,Utah County,1509.95
33881,Winter Haven,Polk County,1719.2619047619046
92083,Vista,San Diego County,2754.78021978022
91104,Pasadena,Los Angeles County,2486.0416666666665
75248,Dallas,Dallas County,1711.5890756302522
63114,Overland,Saint Louis County,1295.3333333333333
64804,Joplin,Newton County,1235.9166666666667
23231,Henrico,Henrico County,1519.7129629629628
57103,Sioux Falls,Minnehaha County,1128.125
48239,Redford,Wayne County,1396.5
78539,Edinburg,Hidalgo County,1118.888888888889
63701,Cape Girardeau,Cape Girardeau County,824.0833333333334
94952,Petaluma,Sonoma County,2797.569444444445
76001,Arlington,Tarrant County,2187.095238095238
11101,New York,Queens County,4107.307963993678
46835,Fort Wayne,Allen County,1479.6666666666667
36301,Dothan,Houston County,1262.5
21784,Sykesville,Carroll County,2119.5
53066,Oconomowoc,Waukesha County,1655.6666666666667
79763,Odessa,Ector County,1547.5
90277,Redondo Beach,Los Angeles County,3297.0056022408967
84009,South Jordan,Salt Lake County,2241.741666666667
06450,Meriden,New Haven County,1433.3333333333333
70817,Baton Rouge,East Baton Rouge Parish,1437.7222222222224
24018,Roanoke,Roanoke County,1455.125
28411,Wilmington,New Hanover County,2223.402777777778
56301,Saint Cloud,Stearns County,1305.5562289562288
80210,Denver,Denver County,2221.2040736630083
95901,Marysville,Yuba County,1508.75
45103,Batavia,Clermont County,1937.155555555556
97233,Portland,Multnomah County,1546.1666666666667
89102,Las Vegas,Clark County,1465.4768907563027
60098,Woodstock,McHenry County,1205.0
04240,Lewiston,Androscoggin County,1541.6666666666663
72143,Searcy,White County,1165.8333333333333
30117,Carrollton,Carroll County,1250.402777777778
40245,Louisville,Jefferson County,1756.211111111111
84116,Salt Lake City,Salt Lake County,1398.8
98607,Camas,Clark County,2312.627705627706
94555,Fremont,Alameda County,3554.108363858364
60901,Kankakee,Kankakee County,1152.5
30274,Riverdale,Clayton County,1738.7777777777776
86004,Flagstaff,Coconino County,2435.119047619048
85208,Mesa,Maricopa County,2088.6363636363635
94040,Mountain View,Santa Clara County,3665.961854711855
60110,Carpentersville,Kane County,1907.9166666666667
20111,Manassas,Prince William County,2078.589285714286
85018,Phoenix,Maricopa County,1749.0603174603175
01760,Natick,Middlesex County,2646.467195767196
37601,Johnson City,Washington County,1166.25
75081,Richardson,Dallas County,1650.7277526395171
85248,Chandler,Maricopa County,2322.0185185185182
35216,Vestavia Hills,Jefferson County,1798.1666666666667
92058,Oceanside,San Diego County,3036.944444444445
50317,Des Moines,Polk County,1290.8333333333333
46131,Franklin,Johnson County,1604.5059523809523
80911,Security-Widefield,El Paso County,2196.333333333333
44094,Willoughby,Lake County,1223.7271062271063
89084,North Las Vegas,Clark County,1969.7082264957264
98604,Battle Ground,Clark County,2400.833333333333
01810,Andover,Essex County,2662.001984126984
53154,Oak Creek,Milwaukee County,1553.9126984126983
33442,Deerfield Beach,Broward County,2508.1666666666665
28451,Leland,Brunswick County,1812.1
44122,Shaker Heights,Cuyahoga County,1881.611111111111
45373,Troy,Miami County,1339.9444444444446
50315,Des Moines,Polk County,994.5502645502644
06040,Manchester,Hartford County,1719.4444444444443
77008,Houston,Harris County,1928.37715580856
70118,New Orleans,Orleans Parish,1606.6327440675268
21136,Reisterstown,Baltimore County,1426.7735042735042
19121,Philadelphia,Philadelphia County,1720.7207693145908
39532,Biloxi,Harrison County,1399.5555555555557
73120,Oklahoma City,Oklahoma County,1290.3142806267806
12401,Kingston,Ulster County,1955.1277777777775
30223,Experiment,Spalding County,1244.4444444444443
48186,Westland,Wayne County,1220.0277777777776
85206,Mesa,Maricopa County,1625.346613060429
98030,Kent,King County,1975.7332944832945
91205,Glendale,Los Angeles County,2374.2833333333333
60074,Palatine,Cook County,1854.9368670545136
80521,Fort Collins,Larimer County,1836.6768391567157
84403,Ogden,Weber County,1391.3333333333333
49441,Roosevelt Park,Muskegon County,1116.6666666666667
85043,Phoenix,Maricopa County,2141.419871794872
